OID,N,N_study,Source,BASE,X,Y,Precise,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Sample_met,Occurrence,Sample_yea,Sampling_e,Sampling_1,ID_Todo,TRAITS,BodyMass_k,DielActivi,HomeRange_,Locomotion,TrophicGui,Brain_size,Canine_Dim,MeanGroupS,Interbirth,Gestation,WeaningAge,MaxLongevi,LitterSz,AdultSexRa,Social_Sys,Mating_Sys,FOREST,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
-1,19034,6,Benchimol & Venticinque 2014,Richness,-59.78472222,-1.702777778,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4066,75,75,141,area,1,0,226.1649296,20,2941
-1,19032,6,Benchimol & Venticinque 2014,Richness,-59.70333333,-1.741666667,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4064,75,75,88,area,1,0,844.5171337,18,2942
-1,19015,6,Benchimol & Venticinque 2014,Richness,-59.71666667,-1.671111111,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4047,75,75,116,area,1,0,948.3261161,1,2943
-1,19023,6,Benchimol & Venticinque 2014,Richness,-59.51472222,-1.772777778,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4055,75,75,92,area,1,0,1417.222196,9,2944
-1,19033,6,Benchimol & Venticinque 2014,Richness,-59.77861111,-1.597222222,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4065,75,75,184,area,1,0,1431.177437,19,2945
-1,19025,6,Benchimol & Venticinque 2014,Richness,-59.62722222,-1.592777778,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,0,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4057,75,75,217,area,1,0,2460.353914,11,2946
-1,19021,6,Benchimol & Venticinque 2014,Richness,-59.44222222,-1.739444444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Line transect and boat census,1,2008,0,NA,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4053,75,75,171,area,1,0,3691.206124,7,2947
-1,19134,438,de Souza 2009,Richness,-59.38103611,-1.855925,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,4,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4084,75,75,1,area,0,30.00586477,2.881126145,18,2948
-1,19126,438,de Souza 2009,Richness,-59.63263889,-1.829666667,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,4,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4076,75,75,125,area,1,0,4.051583642,10,2949
-1,19124,438,de Souza 2009,Richness,-59.59533333,-1.836194444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,4,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4074,75,75,87,area,1,0,9.183589588,8,2950
-1,19120,438,de Souza 2009,Richness,-59.4295,-1.827722222,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,8,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4070,75,75,77,area,1,0,13.32520842,4,2951
-1,19131,438,de Souza 2009,Richness,-59.68769444,-1.783361111,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,8,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4081,75,75,113,area,1,0,15.21594745,15,2952
-1,19122,438,de Souza 2009,Richness,-59.44772222,-1.789694444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,8,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4072,75,75,101,area,1,0,22.32872762,6,2953
-1,19128,438,de Souza 2009,Richness,-59.65505556,-1.877333333,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,12,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4078,75,75,117,area,1,0,58.34280444,12,2954
-1,19119,438,de Souza 2009,Richness,-59.41552778,-1.798555556,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,16,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4069,75,75,120,area,1,0,91.92593107,3,2955
-1,19129,438,de Souza 2009,Richness,-59.66280556,-1.678219444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,12,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4079,75,75,67,area,1,0,103.3604005,13,2956
-1,19130,438,de Souza 2009,Richness,-59.68719444,-1.831416667,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,12,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4080,75,75,91,area,1,0,116.1453977,14,2957
-1,19127,438,de Souza 2009,Richness,-59.63788889,-1.791,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,12,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4077,75,75,83,area,1,0,137.6638086,11,2958
-1,19118,438,de Souza 2009,Richness,-59.78480556,-1.702861111,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,16,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4068,75,75,143,area,1,0,226.1684024,2,2959
-1,19132,438,de Souza 2009,Richness,-59.70322222,-1.741694444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,20,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4082,75,75,88,area,1,0,844.5301013,16,2960
-1,19117,438,de Souza 2009,Richness,-59.71677778,-1.671083333,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,16,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4067,75,75,116,area,1,0,948.3406777,1,2961
-1,19123,438,de Souza 2009,Richness,-59.51461111,-1.772777778,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,20,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4073,75,75,92,area,1,0,1417.243958,7,2962
-1,19133,438,de Souza 2009,Richness,-59.77863889,-1.597361111,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,20,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4083,75,75,186,area,1,0,1431.199413,17,2963
-1,19125,438,de Souza 2009,Richness,-59.62730556,-1.592694444,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,0,2008,20,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4075,75,75,219,area,1,0,2460.391693,9,2964
-1,19121,438,de Souza 2009,Richness,-59.44230556,-1.739361111,Precise,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Linear transect,1,2008,16,km,NA,NA,0.56,D,35.75,AR,Omnivore,9.78,0.991,4,206.83,127,69.6,184.8,2.02,NA,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4071,75,75,171,area,1,0,3691.262803,5,2965
-1,19161,283,Larrotta Salazar et al. 2016,Richness,-75.372393,9.436313,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,1,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4928,50,50,9,area,0,85.65604781,0.366847926,9,2966
-1,19167,283,Larrotta Salazar et al. 2016,Richness,-75.451819,9.427083,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,0,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4934,50,50,266,area,1,0,23.11141936,15,2967
-1,19166,283,Larrotta Salazar et al. 2016,Richness,-75.439373,9.279212,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,0,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4933,75,50,357,area,1,0,667.112954,14,2968
-1,19168,283,Larrotta Salazar et al. 2016,Richness,-75.457717,9.578181,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,0,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4935,50,50,166,area,1,0,1000.761143,16,2969
-1,19156,283,Larrotta Salazar et al. 2016,Richness,-75.341925,9.452758,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,1,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4923,50,50,2,area,0,30.28398613,2272.89804,4,2970
-1,19154,283,Larrotta Salazar et al. 2016,Richness,-75.218109,9.509334,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,0,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4921,75,50,945,area,1,0,3957.830565,2,2971
-1,19153,283,Larrotta Salazar et al. 2016,Richness,-75.109925,9.929378,Precise,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Direct observation,1,2010,0,km,NA,NA,0.41,D,21.45,AR,Omnivore,9.76,1,5.8,233.06,178,49.85,277.2,1.9,0.63,Pair,Polyandry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4920,75,50,784,area,1,0,4271.760678,1,2972
-1,19524,396,Endo et al. 2010,Ocurrencias,-71.40619156,-11.88325403,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,218.2,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3099,75,75,53,area,1,0,5189.074333,11,2973
-1,19522,396,Endo et al. 2010,Ocurrencias,-71.347116,-11.97735081,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,234.5,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3097,75,75,8,area,0,42.68684093,5206.567131,9,2974
-1,19521,396,Endo et al. 2010,Ocurrencias,-71.28138864,-11.94233367,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,162.2,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3096,75,75,80,area,1,0,6321.186311,8,2975
-1,19526,396,Endo et al. 2010,Ocurrencias,-71.65566769,-11.73174895,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,235.2,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3101,75,75,122,area,1,0,8297.416868,13,2976
-1,19525,396,Endo et al. 2010,Ocurrencias,-71.62993711,-11.86402045,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,226.8,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3100,75,75,28,area,1,0,9789.862248,12,2977
-1,19523,396,Endo et al. 2010,Ocurrencias,-71.50887215,-11.964086,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2006,170,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3098,75,75,31,area,1,0,9858.922354,10,2978
-1,19527,396,Endo et al. 2010,Ocurrencias,-71.91914261,-11.79787259,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,0,2006,248,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3102,75,75,99,area,1,0,9926.615836,14,2979
-1,19520,366,Porter 2006,Richness,-69.4284817,-10.93895601,Precise,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,0,2003,22.4,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1720,75,75,67,area,0,30.21130592,0.091272301,5,2980
-1,19518,366,Porter 2006,Richness,-68.75753891,-11.34690201,Precise,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2003,28,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1718,75,75,99,area,0,95.53653778,7139.86698,3,2981
-1,19516,366,Porter 2006,Richness,-68.58549837,-12.38839361,Precise,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,0,2003,23.4,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1716,75,75,50,area,0,42.72523856,7291.196455,1,2982
-1,19519,366,Porter 2006,Richness,-67.19355701,-11.29838106,Precise,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,1,2003,23.4,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1719,75,75,300,area,1,0,9174.874193,4,2983
-1,19517,366,Porter 2006,Richness,-68.81927542,-11.50082497,Precise,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Line transects,0,2003,23.1,km,NA,NA,0.88,D,375,AR,Omnivore,25.74,1.614,60,730,157.79,NA,363.6,1.02,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1717,75,75,31,area,0,85.45047713,9187.46977,2,2984
-1,19568,56,Shanee et al 2013,Richness,-77.98055556,-5.909722222,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4585,75,75,11,area,0,90.54573882,3.006127967,21,2985
-1,19553,56,Shanee et al 2013,Richness,-76.79111111,-8.651666667,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4570,75,75,422,area,0,30.18191294,212.3419482,6,2986
-1,19571,56,Shanee et al 2013,Richness,-78.32972222,-6.216666667,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4588,75,75,830,area,1,0,2086.343904,24,2987
-1,19572,56,Shanee et al 2013,Richness,-78.4125,-5.918888889,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4589,75,75,1651,area,1,0,3572.282067,25,2988
-1,19552,56,Shanee et al 2013,Richness,-76.75611111,-7.229444444,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4569,75,75,636,area,0,30.18191294,3984.212693,5,2989
-1,19550,56,Shanee et al 2013,Richness,-76.39333333,-9.258055556,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4567,75,75,860,area,1,0,5735.692161,3,2990
-1,19563,56,Shanee et al 2013,Richness,-77.59388889,-5.961944444,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4580,75,75,1743,area,1,0,5834.621099,16,2991
-1,19556,56,Shanee et al 2013,Richness,-76.95444444,-5.962222222,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,1,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4573,75,75,1140,area,1,0,6665.132271,9,2992
-1,19567,56,Shanee et al 2013,Richness,-77.91,-5.665555556,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4584,75,75,866,area,1,0,6717.147394,20,2993
-1,19551,56,Shanee et al 2013,Richness,-76.71861111,-8.411111111,Precise,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,Trails,0,2009,0,NA,NA,NA,0.99,D,NA,AR,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4568,75,75,1784,area,1,0,6978.589433,4,2994
